RMA                 Product  Serial Number   Failure Code         City           Delivery Document  Failures
T2014121031973      02-09    H90956401       No Problem Found     Los Angeles    B20141211153033    1
T2014121032018      02-09    Q63903341       No Problem Found     Los Angeles    B20141211153217    1
T2014121032091      01-02    N95544973       No Problem Found     Chicago        B20141211153542    1
T2014121032419      04-01    M96761120       No Problem Found     Los Angeles    B20141211155025    1
T2014121032860      01-02    T39791343       No Problem Found     Los Angeles    B20141211157062    1
T2014121033233      01-02    Q95914240       No Problem Found     New York       B20141211158828    1
T2014121033253      01-02    T15494287       No Problem Found     Atlanta        B20141212158913    1
T2014121033301      01-02    B12614046       No Problem Found     New York       B20141211159103    1
T2014121033897      02-09    G37679055       No Problem Found     Los Angeles    B20141211161758    1
T2014121034403      01-02    D47802237       No Problem Found     Chicago        B20141211164049    1
T2014121034697      02-09    L36981635       No Problem Found     Chicago        B20141211165361    1
T2014121034883      01-01    T11953561       No Problem Found     Atlanta        B20141211166207    1
T2014121035544      02-03    L38408417       No Problem Found     Chicago        B20141211169117    1
T2014121035696      04-01    C49891193       No Problem Found     Atlanta        B20141211169819    1
T2014121036071      01-02    S40565288       No Problem Found     Atlanta        B20141211171591    1
T2014121036476      01-02    D58144055       No Problem Found     New York       B20141211173371    1
T2014121036749      04-01    C26090037       No Problem Found     New York       B20141211174617    1
T2014121039040      02-09    L27640992       Mechanical Problem   Atlanta        B20141215184981    1
T2014121039136      02-09    Q35513508       Mechanical Problem   New York       B20141216185338    1
T2014121039655      02-09    M39742140       Mechanical Problem   New York       B20141212187590    1
T2014121040173      04-02    Q34313404       Mechanical Problem   Atlanta        B20141219189957    1
T2014121040550      03-02    J55615039       Mechanical Problem   New York       B20141215191634    1
T2014121040794      02-01    D11051704       Mechanical Problem   Los Angeles    B20141217192760    1
T2014121041983      01-02    L90139212       Mechanical Problem   Atlanta        B20141216197989    1
T2014121041984      01-02    Q11507778       Mechanical Problem   New York       B20141216197994    1
T2014121041985      01-02    J53955321       Mechanical Problem   New York       B20141215197997    1
T2014121042409      01-02    G38252085       Mechanical Problem   New York       B20141219199902    1
T2014121043491      01-02    B33670718       Mechanical Problem   New York       B20141224204767    1
T2014121043492      01-02    B81867575       Mechanical Problem   Los Angeles    B20141211204769    1
T2014121043493      01-02    G46082127       Mechanical Problem   Los Angeles    B20141215204772    1
T2014121043494      01-02    Q34025079       Mechanical Problem   New York       B20141223204778    1
T2014121043960      01-01    H66018706       Mechanical Problem   Atlanta        B20141218206884    1
T2014121044164      01-01    Q84471343       Mechanical Problem   New York       B20141216207789    1
T2014121044680      02-09    R28023379       Electrical Problem   Atlanta        B20141215210123    1
T2014121044860      02-09    F93314043       Electrical Problem   New York       B20141216210965    1
T2014121045652      02-09    C70863309       Electrical Problem   New York       B20141211214472    1
T2014121045865      02-09    Q96294636       Electrical Problem   New York       B20141211215351    1
T2014121045866      02-09    S94973502       Electrical Problem   New York       B20141223215356    1
T2014121046109      02-09    Q73060775       Electrical Problem   New York       B20141211216442    1
T2014121046110      02-09    P37454853       Electrical Problem   New York       B20141212216444    1
T2014121046282      02-09    S24952012       Electrical Problem   Los Angeles    B20141215217190    1
T2014121046789      02-09    N27313265       Electrical Problem   New York       B20141223219581    1
T2014121048014      04-01    R36531581       Electrical Problem   Los Angeles    B20141212225045    1
T2014121048561      02-02    F72351130       Electrical Problem   New York       B20141211227507    1
T2014121048984      01-09    L73224775       Electrical Problem   New York       B20141211229402    1
T2014121048985      01-09    B28302073       Electrical Problem   Atlanta        B20141224229409    1
T2014121049582      01-09    Q79136960       Electrical Problem   New York       B20141216232142    1
T2014121050669      01-02    M46671543       Electrical Problem   New York       B20141211236978    1
T2014121051186      01-02    J91900174       Electrical Problem   New York       B20141216239305    1
T2014121051448      01-02    Q28627487       Electrical Problem   New York       B20141215240511    1
T2014121051530      01-02    P87845177       Electrical Problem   New York       B20141218240884    1
T2014121052089      01-02    D40803592       Electrical Problem   Atlanta        B20141219243353    1
T2014121052090      01-02    G41963735       Electrical Problem   Los Angeles    B20141215243354    1
T2014121053335      01-02    C36455137       Electrical Problem   New York       B20141212248981    1
T2014121053336      01-02    C77158778       Electrical Problem   Atlanta        B20141217248982    1
T2014121053337      01-02    K52528258       Electrical Problem   Los Angeles    B20141211248989    1
T2014121053341      01-02    B97511239       Electrical Problem   Los Angeles    B20141217249005    1
T2014121053867      01-01    R11440977       Electrical Problem   New York       B20141215251376    1
T2014121053868      01-01    R54507408       Electrical Problem   New York       B20141216251378    1
T2014121053871      01-01    D64550252       Electrical Problem   Atlanta        B20141216251387    1
T2014121054461      01-01    P11506041       Electrical Problem   Chicago        B20141211253931    1
T2014121100265      02-09    C36101379       Software Problem     New York       B20141217010404    1
T2014121100351      02-09    T72517046       Software Problem     Los Angeles    B20141215010799    1
T2014121100352      02-09    S45524185       Software Problem     Los Angeles    B20141215010802    1
T2014121100353      02-09    C66042146       Software Problem     Los Angeles    B20141212010808    1
T2014121100688      02-09    K64080024       Software Problem     Chicago        B20141224012306    1
T2014121101210      02-09    T41842177       Software Problem     Atlanta        B20141215014630    1
T2014121101510      02-09    T14612005       Software Problem     New York       B20141212015946    1
